rank,school_key,school_name,sido,sgg,school_level,student_count_2025,pred_student_count_2030,delta_2025_2030,pct_change_2025_2030,isolation_score,nearest_same_level_school_km,same_level_school_count_5km,priority_score_2030,latitude,longitude,coordinate_valid,priority_reason
82,충북|청주시|초등학교|동주초등학교|본교,동주초등학교,충북,청주시,초등학교,880.0,611.6954323915836,-268.3045676084164,-0.3048915541004732,0.0094412128029035,0.3776485121161423,39.0,54.71940499431612,36.630357,127.51015,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
83,경남|김해시|초등학교|김해신명초등학교|본교,김해신명초등학교,경남,김해시,초등학교,1042.0,774.1381021785603,-267.8618978214397,-0.25706516105704386,0.0174020258761225,0.3480405175224513,19.0,57.09123198905901,35.270401,128.863816,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
84,경기|광주시|초등학교|광주매곡초등학교|본교,광주매곡초등학교,경기,광주시,초등학교,998.0,730.9217369403572,-267.07826305964284,-0.2676134900397223,0.0472668815051791,0.992604511608762,20.0,61.90558790666489,37.3723978,127.2488881,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
85,경북|구미시|초등학교|금오초등학교|본교,금오초등학교,경북,구미시,초등학교,889.0,622.0346294164963,-266.9653705835037,-0.30029850459336754,0.0311033296759904,0.7464799122237707,23.0,61.81261775380504,36.1236769,128.3347818,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
86,서울|중랑구|초등학교|서울면동초등학교|본교,서울면동초등학교,서울,중랑구,초등학교,998.0,731.2926453632128,-266.70735463678716,-0.26724183831341397,0.0070281120800263,0.597389526802243,84.0,49.037515050698104,37.5853530544,127.0865941198,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
87,경남|창원시|초등학교|반송초등학교|본교,반송초등학교,경남,창원시,초등학교,1013.0,746.3213637723392,-266.67863622766083,-0.2632563042721232,0.0234272270494395,0.7496712655820669,31.0,57.60971226145489,35.2370725,128.6684112,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
88,경북|포항시|초등학교|포항제철지곡초등학교|본교,포항제철지곡초등학교,경북,포항시,초등학교,1338.0,1071.6457615238658,-266.35423847613424,-0.19906893757558614,0.0855577466456192,1.9678281728492424,22.0,60.692333806223026,36.029573,129.320849,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
89,경기|용인시|초등학교|풍천초등학교|본교,풍천초등학교,경기,용인시,초등학교,1045.0,778.7395001638859,-266.26049983611415,-0.2547947366852767,0.009898236054914,0.5641994551301026,56.0,50.979124381785944,37.3164084,127.0956886,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
90,서울|영등포구|초등학교|서울영문초등학교|본교,서울영문초등학교,서울,영등포구,초등학교,1018.0,751.8360919310285,-266.1639080689715,-0.26145767000881287,0.0049445272731431,0.5092863091337452,102.0,47.23375292844256,37.519688,126.887662,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
91,인천|미추홀구|초등학교|인천경원초등학교|본교,인천경원초등학교,인천,미추홀구,초등학교,941.0,675.1293009961709,-265.87069900382915,-0.2825405940529534,0.0074388577670375,0.5876697635959637,78.0,50.25287735159179,37.4610690066,126.6961963548,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
92,경북|경산시|초등학교|삼성현초등학교|본교,삼성현초등학교,경북,경산시,초등학교,878.0,612.3049999350145,-265.6950000649855,-0.30261389529041627,0.1094156405225253,1.6412346078378808,14.0,66.95514624290264,35.8000201,128.7396194,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
93,인천|연수구|초등학교|인천신정초등학교|본교,인천신정초등학교,인천,연수구,초등학교,1519.0,1253.351821525228,-265.64817847477207,-0.17488359346594606,0.018087720192185,0.5968947663421077,32.0,52.766697400561156,37.396847,126.644345,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
94,경북|영주시|초등학교|영주가흥초등학교|본교,영주가흥초등학교,경북,영주시,초등학교,1030.0,764.4030595848598,-265.59694041514024,-0.2578611071991653,0.0976524699864388,0.9765246998643884,9.0,64.93347713601588,36.8138143,128.6092766,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
95,경기|용인시|초등학교|샘말초등학교|본교,샘말초등학교,경기,용인시,초등학교,901.0,635.514626850619,-265.48537314938096,-0.29465635199709317,0.0062692945030415,0.4701970877281137,74.0,50.21837726318235,37.276043,127.079363,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
96,인천|남동구|초등학교|인천장아초등학교|본교,인천장아초등학교,인천,남동구,초등학교,896.0,630.5603583059665,-265.4396416940335,-0.2962496001049481,0.0202197433355786,0.9301081934366184,45.0,57.50335765524806,37.42421,126.754666,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
97,인천|미추홀구|초등학교|인천숭의초등학교|본교,인천숭의초등학교,인천,미추홀구,초등학교,1154.0,888.7014268644328,-265.29857313556715,-0.22989477741383635,0.0083925632413123,0.4951612312374261,58.0,48.88796409213243,37.4637200728,126.6557051133,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
98,경기|고양시|초등학교|한류초등학교|본교,한류초등학교,경기,고양시,초등학교,1132.0,866.7906698072184,-265.20933019278164,-0.23428386059433007,0.0153214943459969,0.7047887399158587,45.0,52.93702288438206,37.662004,126.757389,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
99,경북|구미시|초등학교|구평남부초등학교|본교,구평남부초등학교,경북,구미시,초등학교,766.0,500.9571467374087,-265.0428532625913,-0.34600894681800426,0.0339614321829291,0.3396143218292916,9.0,66.74824674134666,36.0911404,128.437325,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
100,경기|용인시|초등학교|용인신봉초등학교|본교,용인신봉초등학교,경기,용인시,초등학교,987.0,721.996195401082,-265.003804598918,-0.26849422958350355,0.0183611306970807,0.8446120120657136,45.0,55.52129521759383,37.329874,127.0680942,True,"Priority reflects projected decline, percentage decline, isolation, and nearby same-level school scarcity."
